Type,Purpose,Furnishing,Price,Beds,Baths,Area_sqft,Address
Apartment,Sale,Unfurnished,"AED
1,885,639",1 bed,2 baths,789 sqft,"Binghatti Aquarise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,890,499",2 beds,2 baths,"1,048 sqft","Binghatti Aquarise, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,214,900",1 bed,2 baths,885 sqft,"Beach Walk Residences 3, Beach Walk Residences, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
730,000",Studio,1 bath,432 sqft,"Empire Lake Views, Liwan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
490,000",Studio,1 bath,324 sqft,"Guzel Towers Block A, Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,720,000",2 beds,3 baths,"1,233 sqft","Avenue Residence 7, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,720,000",3 beds,4 baths,"1,867 sqft","Avenue Residence 7, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,721,000",1 bed,2 baths,"1,869 sqft","Avenue Residence 7, Al Furjan, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
8,000,000",7 beds,8 baths,"7,258 sqft","Portofino, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,597,000",2 beds,3 baths,"1,107 sqft","Diamondz by Danube, Jumeirah Lake Towers (JLT), Dubai, UAE"
Apartment,Sale,Furnished,"AED
4,854,000",4 beds,5 baths,"1,970 sqft","Diamondz by Danube, Jumeirah Lake Towers (JLT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
970,800",1 bed,2 baths,788 sqft,"The Haven II Residences, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
900,000",1 bed,2 baths,630 sqft,"Equiti Gate, Jebel Ali, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
860,000",Studio,1 bath,480 sqft,"Binghatti Ghost, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
594,000",Studio,1 bath,438 sqft,"Samana Park Meadows, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,070,000",2 beds,3 baths,"1,090 sqft","Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
812,000",1 bed,2 baths,557 sqft,"FH Residency, JVT District 3, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
970,000",1 bed,2 baths,780 sqft,"The Haven II Residences, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
830,000",1 bed,2 baths,787 sqft,"Coventry Gardens, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
890,000",1 bed,2 baths,926 sqft,"Samana Park Meadows, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
780,800",Studio,1 bath,411 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,245,000",2 beds,3 baths,"1,304 sqft","Samana Park Meadows, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
780,200",Studio,1 bath,405 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,100,000",1 bed,2 baths,728 sqft,"Arisha Terraces, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,870,000",3 beds,4 baths,"1,660 sqft","Azizi Central, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
780,400",Studio,1 bath,407 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,888,000",3 beds,4 baths,"1,723 sqft","Azizi Central, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,500,800",2 beds,3 baths,"1,241 sqft","Avenue Residence 7, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,440,000",2 beds,3 baths,"1,270 sqft","Azizi Central, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
950,600",1 bed,2 baths,772 sqft,"Binghatti Haven, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,460,000",2 beds,3 baths,"1,311 sqft","Azizi Central, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,802,079",2 beds,3 baths,"1,261 sqft","JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
950,200",1 bed,2 baths,768 sqft,"Binghatti Haven, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
950,400",1 bed,2 baths,770 sqft,"Binghatti Haven, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
800,000",Studio,1 bath,429 sqft,"La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
957,000",1 bed,2 baths,629 sqft,"La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,600,000",2 beds,3 baths,"1,000 sqft","La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,600,000",2 beds,3 baths,"1,200 sqft","Equiti Home, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,596,000",2 beds,3 baths,"1,009 sqft","La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
750,000",Studio,1 bath,585 sqft,"AG Ark Tower, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,120,001",1 bed,2 baths,755 sqft,"Sola Residences, Wasl Gate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,098,000",1 bed,2 baths,684 sqft,"La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,400,000",2 beds,3 baths,"1,228 sqft","Mayflower Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,100,000",1 bed,2 baths,680 sqft,"La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
747,000",Studio,1 bath,375 sqft,"La Boutique by LMD, Culture Village (Jaddaf Waterfront), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
490,000",Studio,1 bath,450 sqft,"Binghatti Elite, Dubai Production City (IMPZ), Dubai, UAE"
Penthouse,Sale,Unfurnished,"AED
4,170,000",3 beds,5 baths,"6,280 sqft","The Central Downtown Tower A, The Central Downtown, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,900,000",3 beds,4 baths,"1,171 sqft","Oasiz 1 by Danube, Dubai Silicon Oasis (DSO), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,244,287",2 beds,2 baths,887 sqft,"The Harmony, Residential District, Dubai South, Dubai, UAE"
Penthouse,Sale,Unfurnished,"AED
5,300,000",3 beds,5 baths,"8,200 sqft","The Central Downtown Tower A, The Central Downtown, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,070,000",3 beds,4 baths,"1,772 sqft","Vistara House, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
760,000",Studio,1 bath,535 sqft,"The Central Downtown Tower A, The Central Downtown, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,608,749",1 bed,2 baths,762 sqft,"Binghatti Skyrise Tower A, Binghatti Skyrise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,440,000",2 beds,3 baths,"1,277 sqft","Vistara House, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
717,717",Studio,1 bath,434 sqft,"Laguna Residence, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,286,999",Studio,1 bath,466 sqft,"Binghatti Skyrise Tower A, Binghatti Skyrise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,096,249",1 bed,2 baths,"1,022 sqft","Binghatti Skyrise Tower A, Binghatti Skyrise, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,651,000",3 beds,4 baths,"2,106 sqft","Equiti Garden, Al Furjan West, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,023,749",1 bed,2 baths,449 sqft,"Binghatti Skyrise Tower A, Binghatti Skyrise, Business Bay, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,907,100",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,907,000",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,907,100",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,907,000",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,815,960",2 beds,3 baths,"1,261 sqft","JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,893,000",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
11,200,000",7 beds,8 baths,"10,791 sqft","Venice, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,599,999",3 beds,4 baths,"1,356 sqft","AG Ark Tower, Dubai Land Residence Complex, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
11,400,000",7 beds,8 baths,"10,791 sqft","Venice, DAMAC Lagoons, Dubai, UAE"
Apartment,Sale,Furnished,"AED
690,000",Studio,1 bath,384 sqft,"Legado by Prescott, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,687,000",1 bed,2 baths,899 sqft,"Tiger Sky Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,700,000",2 beds,3 baths,"1,300 sqft","Binghatti Skyhall, Business Bay, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
9,000,000",5 beds,7 baths,"6,524 sqft","Murooj Al Furjan, Al Furjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
750,000",Studio,1 bath,540 sqft,"Azizi Grand, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,800,000",3 beds,4 baths,"2,204 sqft","The Central Downtown Tower A, The Central Downtown, Arjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
500,000",Studio,1 bath,443 sqft,"Mayflower Residences, International City Phase 2 (Warsan 4), International City, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
4,000,000",4 beds,3 baths,"2,400 sqft","Joy, Arabian Ranches 3, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,285,634",1 bed,2 baths,879 sqft,"JVT District 7, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,214,370",1 bed,2 baths,806 sqft,"Samana Ibiza, Dubai Land Residence Complex, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,996,000",4 beds,5 baths,"2,352 sqft","Violet 4, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
4,787,888",4 beds,6 baths,"3,688 sqft","Rivera, The Valley by Emaar, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,164,000",4 beds,5 baths,"2,352 sqft","Violet 4, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,994,000",4 beds,4 baths,"2,352 sqft","Violet 4, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
572,000",Studio,1 bath,348 sqft,"Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
971,000",2 beds,3 baths,975 sqft,"Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,997,000",4 beds,5 baths,"2,352 sqft","Violet 4, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
941,000",2 beds,3 baths,"1,071 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
779,000",1 bed,2 baths,688 sqft,"Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,372,000",4 beds,5 baths,"2,415 sqft","Violet 4, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,970,000",2 beds,1 bath,"1,310 sqft","Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,450,000",1 bed,1 bath,715 sqft,"Seven Palm, Palm Jumeirah, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
955,000",1 bed,2 baths,778 sqft,"Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,699,000",2 beds,3 baths,"1,851 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,690,000",2 beds,3 baths,"1,159 sqft","Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,458,400",1 bed,2 baths,948 sqft,"JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
574,000",Studio,1 bath,337 sqft,"Azizi Milan 20, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
982,000",1 bed,2 baths,667 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
9,500,000",5 beds,5 baths,"4,360 sqft","Harmony 3, Harmony, Tilal Al Ghaf, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,000,000",1 bed,2 baths,719 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Villa,Sale,Furnished,"AED
2,250,000",3 beds,3 baths,"1,584 sqft","Mimosa, DAMAC Hills 2 (Akoya by DAMAC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
941,000",2 beds,3 baths,"1,071 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,355,430",1 bed,1 bath,978 sqft,"JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
600,000",Studio,1 bath,412 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
580,000",Studio,1 bath,336 sqft,"Azizi Milan 30, Azizi Milan, City of Arabia, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,195,000",4 beds,5 baths,"3,328 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,500,000",3 beds,4 baths,"1,150 sqft","Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,537,499",1 bed,2 baths,829 sqft,"Binghatti Skyrise, Business Bay, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,190,000",4 beds,5 baths,"3,299 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,190,000",4 beds,5 baths,"3,335 sqft","Verdana, Dubai Investment Park 1, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,501,000",2 beds,3 baths,978 sqft,"Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
23,000,000",3 beds,4 baths,"3,949 sqft","Nabni Sky Royal Residences, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
920,000",1 bed,2 baths,754 sqft,"Palatium Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,079,900",1 bed,2 baths,618 sqft,"Maison Elysee 3, JVC District 13, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
990,000",1 bed,2 baths,759 sqft,"Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,601,725",1 bed,1 bath,811 sqft,"Seascape Building 3, Seascape, Mina Rashid, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
950,100",1 bed,2 baths,757 sqft,"Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,454,400",2 beds,3 baths,"1,055 sqft","Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,367,244",1 bed,2 baths,938 sqft,"Jade Tower, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
571,000",Studio,1 bath,355 sqft,"Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,440,750",2 beds,3 baths,"1,770 sqft","Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,566,000",2 beds,3 baths,"1,070 sqft","Azizi Ruby, JVC District 15, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
571,000",Studio,1 bath,384 sqft,"Azizi Beach Oasis 2, Dubai Studio City, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,052,109",3 beds,4 baths,"1,937 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Apartment,Sale,Furnished,"AED
4,125,330",2 beds,2 baths,"1,615 sqft","Chelsea Residences by DAMAC, Dubai Maritime City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,601,725",1 bed,1 bath,811 sqft,"Seascape Building 3, Seascape, Mina Rashid, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,601,725",1 bed,1 bath,811 sqft,"Seascape Building 3, Seascape, Mina Rashid, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,440,750",2 beds,3 baths,"1,770 sqft","Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,173,000",3 beds,4 baths,"1,522 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,901,579",2 beds,2 baths,"1,309 sqft","Parkwood, Dubai Hills Estate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
4,345,989",3 beds,3 baths,"1,806 sqft","Parkwood, Dubai Hills Estate, Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
2,157,313",4 beds,5 baths,"1,993 sqft","Taormina Village 1, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,258,000",4 beds,5 baths,"1,803 sqft","Verdana Residence, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
1,865,750",4 beds,5 baths,"3,290 sqft","Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
944,350",2 beds,3 baths,"1,086 sqft","Verdana Residence 2, Verdana 2, Dubai Investment Park (DIP), Dubai, UAE"
Townhouse,Sale,Unfurnished,"AED
3,100,000",3 beds,3 baths,"1,894 sqft","Amaranta 2, Amaranta, Villanova, Dubailand, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
944,350",2 beds,3 baths,"1,086 sqft","Verdana Residence, Dubai Investment Park (DIP), Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,392,307",1 bed,2 baths,873 sqft,"Tiger Sky Tower, Business Bay, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
2,820,471",3 beds,4 baths,"2,178 sqft","JVT District 7, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
408,000",Studio,1 bath,400 sqft,"Dusit Rijas, Majan, Dubai, UAE"
Villa,Sale,Unfurnished,"AED
8,300,000",5 beds,6 baths,"5,716 sqft","Golf Lane, Emaar South, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
780,000",Studio,1 bath,500 sqft,"Binghatti Hillviews, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,667,140",2 beds,3 baths,"1,071 sqft","Guzel Towers, JVT District 1, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,314,891",1 bed,1 bath,949 sqft,"JVT District 2, Jumeirah Village Triangle (JVT), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,851,000",2 beds,3 baths,"1,102 sqft","SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
650,800",Studio,1 bath,389 sqft,"Binghatti Haven, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
3,570,000",3 beds,4 baths,"1,782 sqft","Ocean Tower, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
650,200",Studio,1 bath,385 sqft,"Binghatti Haven, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
2,601,000",2 beds,3 baths,"1,279 sqft","Ocean Tower, Dubai Islands, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
780,000",Studio,1 bath,403 sqft,"Peace Lagoons by Peace Homes, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,200,800",1 bed,2 baths,"1,002 sqft","The Community Sports Arena, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,759,500",1 bed,2 baths,857 sqft,"Ocean Tower, Dubai Islands, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,295,000",2 beds,3 baths,"1,200 sqft","Avion Residence, Residential District, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
970,600",1 bed,2 baths,786 sqft,"The Haven II Residences, Majan, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
745,000",Studio,1 bath,364 sqft,"Azizi Venice, Dubai South, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,820,968",2 beds,3 baths,"1,255 sqft","Olivo Park Residences by Evera, JVC District 10, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,390,000",2 beds,3 baths,"1,024 sqft","Sola Residences, Wasl Gate, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,736,511",2 beds,3 baths,"1,314 sqft","The Orchard Place, JVC District 12, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,149,800",1 bed,2 baths,922 sqft,"The Community Sports Arena, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,292,880",2 beds,3 baths,"1,034 sqft","Forest City Tower, Majan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,246,880",1 bed,2 baths,"1,001 sqft","The Community Sports Arena, Dubai Sports City, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,014,750",1 bed,2 baths,677 sqft,"Verano by Prescott, Dubai Studio City, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
702,000",Studio,1 bath,463 sqft,"Weybridge Gardens 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
942,000",1 bed,2 baths,870 sqft,"Weybridge Gardens 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
980,160",1 bed,2 baths,910 sqft,"Weybridge Gardens 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,440,000",2 beds,3 baths,"1,155 sqft","Weybridge Gardens 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,302,000",1 bed,2 baths,865 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
4,400,000",2 beds,3 baths,874 sqft,"Aykon City, Business Bay, Dubai, UAE"
Apartment,Sale,Furnished,"AED
770,500",1 bed,2 baths,600 sqft,"Weybridge Gardens 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,623,550",2 beds,3 baths,"1,262 sqft","Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,442,000",2 beds,3 baths,"1,160 sqft","Weybridge Gardens 3, Dubai Land Residence Complex, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
545,300",Studio,1 bath,359 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
545,000",Studio,1 bath,359 sqft,"Azizi Milan 51, Azizi Milan, City of Arabia, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,388,758",1 bed,2 baths,977 sqft,"Helvetia Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Furnished,"AED
900,000",Studio,1 bath,446 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,944,365",2 beds,3 baths,"1,179 sqft","Helvetia Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
Apartment,Sale,Unfurnished,"AED
1,490,000",1 bed,1 bath,"1,080 sqft","Binghatti Hills, Dubai Science Park, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,301,000",1 bed,2 baths,862 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
902,000",Studio,1 bath,451 sqft,"SPARKLZ by Danube, Al Furjan, Dubai, UAE"
Apartment,Sale,Furnished,"AED
1,361,514",1 bed,2 baths,979 sqft,"Helvetia Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai, UAE"
